location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Deputy Assistant Secretary for Resolution Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,Office of Resolution Management,2008
"Washington, DC",Associate Deputy Assistant Secretary for Resolution Management ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,Office of Resolution Management,2008
"Washington, DC",Deputy Assistant Secretary for Labor- Management Relations ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,Office of Labor- Management Relations,2008
"Washington, DC",Assistant Secretary for Public and Intergovernmental Affairs ,Lisette M. Mondello,PAS,EX,IV,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,,2008
"Washington, DC",Special Assistant ,Alison Aikele,SC,GS,13,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,,2008
"Washington, DC",Special Assistant ,William Kloiber,SC,GS,14,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,,2008
"San Diego, CA",Special Assistant ,Jay Vargas,SC,GS,14,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,,2008
"Washington, DC",Deputy Assistant Secretary for Public Affairs ,Matthew E. Smith,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,Office of Public Affairs,2008
"Washington, DC",Special Assistant (Advisory Committees) ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,Office of Public Affairs,2008
"Washington, DC",Deputy Assistant Secretary for Intergovernmental Affairs ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,Office of Intergovernmental and International Affair,2008
"Washington, DC",Assistant Secretary for Congressional and Legislative Affairs ,Vacant,PAS,EX,IV,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,,2008
"Washington, DC",Deputy Assistant Secretary for Congressional and Legislative Affairs ,Christine O. Hill,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,,2008
"Washington, DC",Associate Deputy Assistant Secretary for Congressional and Legislative Affairs ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,,2008
"Washington, DC",Special Assistant ,Mindi A. Walker,SC,GS,12,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,,2008
"Washington, DC",Special Assistant ,E. Phillip Russell,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,,2008
"Washington, DC",Assistant Secretary for Information and Technology ,Robert T. Howard,PAS,EX,IV,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC",Principal Deputy Assistant Secretary for Information and Technology ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC",Deputy Assistant Secretary for Information Protection and Risk Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Falling Waters, WV",Associate Deputy Assistant Secretary for Risk Management and Incident Response ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC","Deputy Chief Information Officer for IT Enterprise Strategy, Policy, Plans and Programs ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC",Deputy Chief Information Officer for Enterprise Development ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC",Assistant Deputy Chief Information Officer for VHA Enterprise Development ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC",Associate Deputy Assistant Secretary for Information Technology Enterprise Architecture Management ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC",Associate Deputy Assistant Secretary for Information Technology Operations ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Vancouver, WA",Executive Director (Field Operations) ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC",Executive Director ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"New York, NY",Executive Director (Systems Engineering) ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,,2008
"Washington, DC","Assistant Secretary for Operations, Security and Preparedness ",Charles L. Hopkins,PAS,EX,IV,,,DEPARTMENT OF VETERANS AFFAIRS,"OFFICE OF THE ASSISTANT SECRETARY FOR OPERATIONS, SECURITY AND PREPAREDNESS",,2008
"Washington, DC",Under Secretary for Memorial Affairs ,William F. Tuerk,PAS,EX,IV,,,DEPARTMENT OF VETERANS AFFAIRS,NATIONAL CEMETERY ADMINISTRATION,,2008
"Washington, DC",Deputy Under Secretary for Memorial Affairs ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,NATIONAL CEMETERY ADMINISTRATION,,2008
"Washington, DC",Senior Advisor ,Richard A. Wannemacher Jr,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,NATIONAL CEMETERY ADMINISTRATION,,2008
"Washington, DC","Director, Field Programs Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,NATIONAL CEMETERY ADMINISTRATION,,2008
"Washington, DC","Associate Director, Office of Field Programs ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,NATIONAL CEMETERY ADMINISTRATION,,2008
"Washington, DC",Under Secretary for Benefits ,Vacant,PAS,EX,III,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC",Chief of Staff ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC",Deputy Under Secretary for Benefits ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC",Associate Deputy Under Secretary for Policy and Program Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC",Associate Deputy Under Secretary for Field Operations ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC",Associate Deputy Under Secretary for Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Vocational Rehabilitation and Employment Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Education Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Loan Guaranty Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Compensation and Pension Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Employee Development and Training ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Office of Facilities, Access and Administration ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Office of Performance Analysis and Integrity ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC",Special Assistant ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Washington, DC","Director, Business Process Integration ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,,2008
"Muskogee, OK","Area Director, Central ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Area Directors,2008
"Detroit, MI","Area Director, East ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Area Directors,2008
"Nashville, TN","Area Director, South ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Area Directors,2008
"Phoenix, AZ","Area Director, West ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Area Directors,2008
"Atlanta, GA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Baltimore, MD","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Boston, MA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Buffalo, NY","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Chicago, IL","Director, Regional Office ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Cleveland, OH","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Columbia, SC","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Denver, CO","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Detroit, MI","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Houston, TX","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Indianapolis, IN","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Jackson, MS","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Little Rock, AR","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Los Angeles, CA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Louisville, KY","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Manila, Philippines","Director, Regional Office and Outpatient Clinic ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Milwaukee, WI","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Montgomery, AL","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Muskogee, OK","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Nashville, TN","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"New Orleans, LA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"New York, NY","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Newark, NJ","Director, Regional Office ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Oakland, CA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Philadelphia, PA","Director, Regional Office Insurance Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Phoenix, AZ","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Pittsburgh, PA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Portland, OR","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Roanoke, VA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Salt Lake City, UT","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"San Diego, CA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"San Juan, Puerto Rico","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Seattle, WA","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"St. Louis, MO","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"St. Paul, MN","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"St. Petersburg, FL","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Winston Salem, NC","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Waco, TX","Director, Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS BENEFITS ADMINISTRATION,Regional Office Directors,2008
"Washington, DC",Under Secretary for Health ,Michael J. Kussman,PAS,EX,III,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Chief of Staff ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Deputy Chief of Staff ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Principal Deputy Under Secretary for Health ,Gerald M. Cross M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Deputy Under Secretary for Health for Operations and Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Assistant Deputy Under Secretary for Health for Operations and Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Assistant Deputy Under Secretary for Health for Policy and Planning ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Assistant Deputy Under Secretary for Clinical and Organizational Support ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Chief Information Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Deputy Chief Information Officer ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Chief Communication Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Special Assistant ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Special Assistant ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Management Support Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Deputy Director, Workforce Management and Consulting Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Associate Chief Financial Officer for Resource Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Strategic Planning Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Readjustment Counseling Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Policy, Analysis, and Forecasting ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Atlanta, GA",Chief Business Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Denver, CO",Deputy Chief Business Officer for Revenue Operations ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Deputy Chief Business Officer for Purchased Care ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Topeka, KS",Deputy Chief Business Officer for Member Services ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Deputy Chief Operating Officer ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Dean, Veterans Affairs Learning University ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Shreveport, LA",Special Assistant ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Network Support (East) ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Network Support (West) ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Network Support (Central) ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Chief Patient Safety Officer ,James P. Bagian M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Linthicum Heights, MD",Chief Medical Officer ,Archna N. Sharma M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Hines, IL",Chief Medical Officer ,Jeffrey A. Murawsky M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Pittsburgh, PA",Chief Medical Officer ,David S. Macpherson M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Chief Consultant, Care Coordination Strategic Healthcare Group ",Adam W. Darkins,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Chief Consultant, Pharmacy Benefits Management Strategic Healthcare Group ",Michael A. Valentino,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Seattle, WA","Chief Consultant, Spinal Cord Injury and Disorders Service ",Margaret C. Hammond M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Chief Consultant, Rehabilitation Strategic Healthcare Group, Audiology and Speech Pathology Service ",Lucille B. Beck,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Chief Consultant for Human Resources ,Brian M. McVeigh,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Chief Consultant, Women Veterans Health Strategic Health Care Group ",Patricia M. Hayes,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Deputy Chief Research and Development Officer ,Joseph Francis M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Deputy Chief Officer, Office of Research Oversight ",John T. Puglisi,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Deputy Chief Consultant, Mental Health Strategic Healthcare Group ",Antonette M. Zeiss,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Deputy Clinical Prosthetics Officer ,Billie Jane Randolph,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Associate Chief Consultant, Homeless and Residential Rehabilitation Treatment Services ",Paul E. Smits,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Associate Chief Officer for the Employee Education System ,Sheree Cramer,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Associate Clinical Quality Liaison ,Mary T. Roseborough,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Orleans, LA","Director, Healthcare Retention and Recruitment Office ",Marisa W. Palkuti,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Environmental Agents Service ",Mark A. Brown,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, HIV and HCV Prevention Service ",Kim W. Hamlett-Berry,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Rehabilitation Research and Development ",Michael E. Selzer M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","National Director, Nutrition and Food Service ",Ellen M. Bosley,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",National Director of Social Work ,Kristin A. Day,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Nursing Service ",Catherine J. Rick,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Fort Howard, MD","Director, Optometry Service ",John C. Townsend,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
