location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC","Assistant Director, Human Capital ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Associate Director, Visitor Resource and Protection ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Associate Director, Natural Resource Stewardship and Science ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Associate Director, Parks Planning, Facilities and Lands ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Associate Director, Partnerships, Interpretation and Education, Volunteerism and Outdoor Recreation ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Associate Director, Cultural Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Regional Director, National Capital Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Philadelphia, PA","Regional Director, Northeast Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"San Francisco, CA","Regional Director, Pacific West Area (San Francisco) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Oak Ridge, TN","Superintendent, Great Smoky Mountain National Park ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Superintendent, National Mall and Memorial Parks ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Boulder City, NV","Park Manager (Superintendent), Lake Mead National Recreation Area ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"San Francisco, CA",Park Manager (Superintendent) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Moose, WY","Park Manager (Superintendent), Grand Teton National Park ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Denver, CO","Manager, Denver Service Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"New York, NY","Executive Director, National Parks of New York Harbor ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Atlanta, GA","Regional Director, Southeast Area (Atlanta) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Anchorage, AK","Regional Director, Alaska Area (Anchorage) ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Omaha, NE","Regional Director, Midwest Area (Omaha) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Denver, CO","Regional Director, Intermountain Area (Denver) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,National Park Service,2008
"Washington, DC","Director, United States Fish and Wildlife Service ",Henry Dale Hall,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC",Deputy Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Arlington, VA",Special Assistant ,Margaret Emma Hopkins,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, Information Resources and Technology Management/Chief Information Officer ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, External Affairs ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, Business Management and Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, Budget, Planning and Human Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, Fisheries and Habitat Conservation ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, Endangered Species ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, International Affairs ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, Migratory Birds and State Programs ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, Sport Fish and Fish Restoration Programs ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Assistant Director, National Wildlife Refuge System ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Deputy Assistant Director, Endangered Species ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC",Fish and Wildlife Advisor ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC","Director, National Conservation Training Center ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Sacramento, CA",California/Nevada Operations Manager ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Portland, OR","Regional Director, Portland ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Minneapolis, MN","Regional Director, Twin Cities ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Atlanta, GA","Regional Director, Atlanta ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Hadley, MA","Regional Director, Hadley ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Anchorage, AK","Regional Director, Anchorage ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Denver, CO","Regional Director, Denver ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Albuquerque, NM","Regional Director, Albuquerque ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - FISH AND WILDLIFE AND PARKS,United States Fish and Wildlife Service,2008
"Washington, DC",Assistant Secretary for Water and Science ,Vacant,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2008
"Washington, DC","Senior Advisor to the Assistant Secretary, Water and Science ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2008
"Washington, DC",Science Advisor ,Tara J. Conrad,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2008
"Washington, DC","Principal Deputy Assistant Secretary, Water and Science ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2008
"Washington, DC","Deputy Assistant Secretary, Water and Science ",Tim R. Petty,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2008
"Washington, DC","Deputy Assistant Secretary, Water and Science ",Brenda W. Burman,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,,2008
"Washington, DC",Commissioner Bureau of Reclamation ,R.W. Johnson,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Denver, CO",Chief Information Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Washington, DC","Chief, Congressional and Legislative Affairs Office ",Ryan Serote,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Washington, DC",Special Assistant (Communications and Legislation) ,Carter L. Brown,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Washington, DC",Deputy Commissioner (Director of External and Intergovernmental Affairs) ,Kris Polly,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Washington, DC","Deputy Commissioner (Director, Operations) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Washington, DC","Deputy Commissioner, Program, Administration and Budget ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Lakewood, CO","Director, Program and Policy Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Washington, DC","Director, Program and Budget ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Denver, CO","Director, Administration ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Lakewood, CO","Director, Safety, Security, and Law Enforcement ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Denver, CO","Director, Technical Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Denver, CO","Director, Technical Services Center ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Washington, DC","Deputy Director, Washington Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Boise, ID","Regional Director, Pacific Northwest Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Salt Lake City, UT","Regional Director, Upper Colorado ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Boulder City, NV","Regional Director, Lower Colorado ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Billings, MT","Regional Director, Great Plains Region Billings Mountains ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Sacramento, CA","Regional Director, Mid Pacific ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,Bureau of Reclamation,2008
"Reston, VA","Director, Geological Survey ",Mark D. Myers,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - WATER AND SCIENCE,United States Geological Survey,2008
"Washington, DC","Assistant Secretary, Land and Minerals Management ",C. Stephen Allred,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2008
"Washington, DC",Special Assistant ,James Ratliff,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2008
"Washington, DC","Principal Deputy Assistant Secretary, Land and Minerals Management ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2008
"Washington, DC","Deputy Assistant Secretary, Land and Minerals Management ",Foster L. Wade,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2008
"Washington, DC","Deputy Assistant Secretary, Land and Minerals Management ",Julie A. Jacobson,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2008
"Washington, DC","Deputy Assistant Secretary, Land and Minerals Management ",Michael D. Olsen,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,,2008
"Washington, DC","Director, Bureau of Land Management ",James L. Caswell,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC",Special Assistant ,Charles Rigler,SC,GS,12,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC",Special Assistant ,Justin R. Hall,SC,GS,11,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC",Deputy Director ,Luke Johnson,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Deputy Director, Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Director, Office of the National Landscape Conservation System ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Director, Law Enforcement, Security and Protection ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Denver, CO","Director, National Operations Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Assistant Director, Renewable Resources and Planning ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Assistant Director, Business and Fiscal Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Assistant Director, Minerals, Realty and Resource Protection ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Assistant Director, Fire and Aviation ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Assistant Director, Human Capital Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Denver, CO","Assistant Director, Office of Information Resources Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Salt Lake City, UT","State Director, Utah ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Santa Fe, NM","State Director, New Mexico ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Cheyenne, WY","State Director, Wyoming ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Reno, NV","State Director, Nevada ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","State Director, Eastern States ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Sacramento, CA","State Director, California ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Billings, MT","State Director, Montana ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Anchorage, AK","State Director, Alaska ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Portland, OR","State Director, Oregon ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Phoenix, AZ","State Director, Arizona ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Boise, ID","State Director, Idaho ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Denver, CO","State Director, Colorado ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Bureau of Land Management,2008
"Washington, DC","Director, Office of Surface Mining Reclamation and Enforcement ",Brent T. Wahlquist,PAS,EX,V,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2008
"Washington, DC",Special Assistant to the Director ,Thomas D. Geoghegan,SC,GS,12,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2008
"Washington, DC",Assistant Director for Finance and Administration ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2008
"Washington, DC","Assistant Director, Program Support ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2008
"Washington, DC",Deputy Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2008
"St. Louis, MO","Regional Director, Mid Continent Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Office of Surface Mining,2008
"Washington, DC","Director, Minerals Management Service ",Randall B. Luthi,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Minerals Management Service,2008
"Washington, DC",Chief of Staff ,Holly Hopkins,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Minerals Management Service,2008
"Lakewood, CO",Senior Policy Advisor ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Minerals Management Service,2008
"Washington, DC","Deputy Director, Minerals Management Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Minerals Management Service,2008
"Washington, DC",Deputy Director for Policy and Planning ,Jon Andrew Hrobsky,,ES,,,,DEPARTMENT OF THE INTERIOR,ASSISTANT SECRETARY - LAND AND MINERALS MANAGEMENT,Minerals Management Service,2008
